symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
USBC,"USBC, Inc.",Industrials,"MEASURING & CONTROLLING DEVICES, NEC",317523909.3572,3829.0,"MEASURING & CONTROLLING DEVICES, NEC",Other,319092122.26919997
NGNE,"Neurogene, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,325130902.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,318934982.0
ARTNA,Artesian Resources Corp,Utilities,WATER SUPPLY,325173461.85,4941.0,WATER SUPPLY,Other,318676180.5
SZZL,Sizzle Acquisition Corp. II Class A ordinary shares,Industrials,BLANK CHECKS,319232670.07000005,6770.0,BLANK CHECKS,Banks,318294670.06
MLP,Maui Land & Pineapple Co.,Real Estate,REAL ESTATE,311326750.93,6500.0,REAL ESTATE,Other,318236349.08000004
ACCO,Acco Brands Corporation,Industrials,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",309166936.19,2780.0,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",Other,318180549.49
INV,"Innventure, Inc. Common Stock",Industrials,BLANK CHECKS,324854249.2,6770.0,BLANK CHECKS,Banks,317982332.39
DENN,DENNY'S CORP,Consumer Discretionary,RETAIL-EATING PLACES,317748792.98,5812.0,RETAIL-EATING PLACES,Other,317748792.98
LZM,Lifezone Metals Limited,Industrials,,314191132.5,,,Other,317542504.58
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,316078331.0,6770.0,BLANK CHECKS,Banks,317487996.5
OBA,Oxley Bridge Acquisition Limited Class A Ordinary Shares,Industrials,BLANK CHECKS,317831250.0,6770.0,BLANK CHECKS,Banks,317198750.0
PKOH,Park-Ohio Holdings Corp,Materials,METAL FORGINGS & STAMPINGS,297590916.62,3460.0,METAL FORGINGS & STAMPINGS,Other,316892554.0
HDSN,Hudson Technologies Inc,Industrials,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",298647683.7,5080.0,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Other,316522946.52
SY,So-Young International Inc. American Depository Shares,Industrials,,286458951.0,,,Other,315852130.32
RCS,"PIMCO STRATEGIC INCOME FUND, INC.",Industrials,,307924340.0,,,Other,315821034.0
TVA,Texas Ventures Acquisition III Corp Class A Ordinary Share,Industrials,BLANK CHECKS,320547000.0,6770.0,BLANK CHECKS,Banks,315816000.0
ASLE,AerSale Corporation Common Stock,Industrials,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",304815171.06,5080.0,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Other,315667723.59000003
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",Industrials,,310728406.56,,,Other,315111722.64
SVAC,Spring Valley Acquisition Corp. III Class A Ordinary Shares,Industrials,BLANK CHECKS,318933336.8,6770.0,BLANK CHECKS,Banks,314333336.75
TEI,Templeton Emerging Markets Income Fund,Industrials,,302261875.2,,,Other,313596695.52
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,Industrials,BLANK CHECKS,313914929.14,6770.0,BLANK CHECKS,Banks,313466905.92999995
CLDT,CHATHAM LODGING TRUST,Financials,REAL ESTATE INVESTMENT TRUSTS,331364280.0,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,313413360.0
ZH,"Zhihu Inc. American Depositary Shares, each representing three (3) Class A Ordinary Shares",Industrials,,328275651.66,,,Other,313027875.49
TOI,"The Oncology Institute, Inc. Common Stock",Industrials,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,306949780.8,8011.0,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,Other,312852661.2
QSI,Quantum-Si Incorporated Class A Common Stock,Industrials,"MEASURING & CONTROLLING DEVICES, NEC",290911047.75,3829.0,"MEASURING & CONTROLLING DEVICES, NEC",Other,312460014.25
PCB,PCB Bancorp Common Stock,Financials,STATE COMMERCIAL BANKS,314734840.78000003,6022.0,STATE COMMERCIAL BANKS,Banks,311882689.98
MHN,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC",Industrials,,311791277.47,,,Other,311186444.72999996
AFB,"Alliance National Municipal Income Fund, Inc.",Industrials,,312170004.96,,,Other,311020207.52
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,314160007.14000005,6770.0,BLANK CHECKS,Banks,310933340.4
DHIL,Diamond Hill Investment Group,Financials,INVESTMENT ADVICE,320307046.40000004,6282.0,INVESTMENT ADVICE,Asset Management & Custody,310649139.68
POLE,Andretti Acquisition Corp. II Class A Ordinary Shares,Industrials,BLANK CHECKS,309559900.0,6770.0,BLANK CHECKS,Banks,310622260.0
VACI,Viking Acquisition Corp. I,Industrials,,310447269.97,,,Other,310603903.30499995
AMRN,Amarin Corp Plc,Health Care,PHARMACEUTICAL PREPARATIONS,335593919.76,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,310226845.28
BGT,BlackRock Floating Rate Income Trust,Industrials,,312323705.8,,,Other,309836171.86
AVBC,"Avidia Bancorp, Inc.",Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",296486064.0,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,309457329.3
QUAD,"QUAD/GRAPHICS, INC.",Industrials,COMMERCIAL PRINTING,289515023.75,2750.0,COMMERCIAL PRINTING,Other,309358760.0
JACS,Jackson Acquisition Company II,Industrials,BLANK CHECKS,308623700.0,6770.0,BLANK CHECKS,Banks,309215500.0
GRAF,Graf Global Corp.,Industrials,BLANK CHECKS,307625000.0,6770.0,BLANK CHECKS,Banks,307912500.0
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,Industrials,BLANK CHECKS,307440100.0,6770.0,BLANK CHECKS,Banks,307144200.0
BKKT,"Bakkt Holdings, Inc.",Financials,FINANCE SERVICES,357932282.26,6199.0,FINANCE SERVICES,Other,306730417.84
SVC,Service Properties Trust Common Stock,Financials,REAL ESTATE INVESTMENT TRUSTS,290789131.19,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,305916889.46000004
RLMD,"Relmada Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,307267876.18,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,305801203.74
GUTS,"Fractyl Health, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,202825771.2,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,305609101.2
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",Industrials,,296963954.28000003,,,Other,304501110.47999996
SI,"Shoulder Innovations, Inc.",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,331275078.72,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,304492889.52
NBH,Neuberger Berman Municipal Fund Inc.,Industrials,,303585104.75,,,Other,304473646.52
RAC,Rithm Acquisition Corp.,Industrials,BLANK CHECKS,304687600.0,6770.0,BLANK CHECKS,Banks,304393500.0
PLBC,Plumas Bancorp,Financials,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,302077973.02,6153.0,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,Other,304303737.5
AIRO,"AIRO Group Holdings, Inc. Common Stock",Industrials,AIRCRAFT,257943592.16,3721.0,AIRCRAFT,Other,303960228.14000005
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Industrials,,315539102.13,,,Other,303889986.0
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,Industrials,BLANK CHECKS,302737500.0,6770.0,BLANK CHECKS,Banks,303600000.0
KELYA,Kelly Services Inc,Industrials,SERVICES-HELP SUPPLY SERVICES,304268841.66,7363.0,SERVICES-HELP SUPPLY SERVICES,Other,303562061.54
EFT,Eaton Vance Floating-Rate Income Trust,Industrials,,301395177.72,,,Other,303521422.36
HNST,"The Honest Company, Inc. Common Stock",Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,300716913.06,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail,302952726.54
CBK,"Commercial Bancgroup, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,302319206.8,6022.0,STATE COMMERCIAL BANKS,Banks,302931189.0
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,303156000.0,6770.0,BLANK CHECKS,Banks,302855250.0
BNED,"Barnes & Noble Education, Inc",Consumer Discretionary,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,313976469.34000003,5940.0,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,Other,302738699.83000004
BGH,Barings Global Short Duration High Yield Fund,Industrials,,301767267.52,,,Other,302569840.04
PNRG,PrimeEnergy Resources Corporation Common Stock,Energy,CRUDE PETROLEUM & NATURAL GAS,284849700.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,302475000.0
FRST,Primis Financial Corp. Common Stock,Financials,STATE COMMERCIAL BANKS,277495775.1,6022.0,STATE COMMERCIAL BANKS,Banks,301400828.55
RLGT,"Radiant Logistics, Inc.",Industrials,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,294363677.16,4731.0,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,Other,301394656.71
CNDT,Conduent Incorporated Common Stock,Industrials,"SERVICES-BUSINESS SERVICES, NEC",293547822.72,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,301192297.27
AARD,"Aardvark Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,210547540.24,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,300906619.04
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,300725000.0,6770.0,BLANK CHECKS,Banks,300725000.0
MIN,MFS Intermediate Income Trust,Industrials,,302703313.08000004,,,Other,300427348.32
MCFT,"MasterCraft Boat Holdings, Inc. Common Stock",Industrials,SHIP & BOAT BUILDING & REPAIRING,305089186.54,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other,300365435.12
GPRO,"GoPro, Inc.",Industrials,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,260357088.25,3861.0,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,Other,300289157.0
NPCT,Nuveen Core Plus Impact Fund,Industrials,,303077700.0,,,Other,300202200.0
LNKB,"LINKBANCORP, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,287284820.16,6022.0,STATE COMMERCIAL BANKS,Banks,300019740.48
JOF,JAPAN SMALLER CAPITALIZATION FUND,Industrials,,302039299.38,,,Other,299772587.94
CADL,"Candel Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",253630159.86,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,299195751.35
DBL,DOUBLELINE OPPORTUNISTIC CREDIT FUND,Industrials,,290898330.04,,,Other,298812792.99
HRZN,Horizon Technology Finance Corporation,Industrials,,295592724.72,,,Other,298699555.16
RFI,Cohen and Steers Total Return Realty Fund,Industrials,,304374332.16,,,Other,297827210.88
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,336309901.07,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,297805726.35
EIC,Eagle Point Income Company Inc.,Industrials,,308097316.38,,,Other,296961268.79999995
JENA,Jena Acquisition Corporation II,Industrials,BLANK CHECKS,295834750.0,6770.0,BLANK CHECKS,Banks,296704000.0
PMO,Putnam Municipal Opportunities Trust,Industrials,,290683594.32,,,Other,296014664.1
OTGA,OTG Acquisition Corp. I Class A Ordinary Share,Industrials,BLANK CHECKS,296431000.0,6770.0,BLANK CHECKS,Banks,295545250.0
NECB,"Northeast Community Bancorp, Inc.",Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",287472334.76,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,295158039.77
ELLO,Ellomay Capital LTD,Industrials,,274075945.65000004,,,Other,295020914.85
HVMC,Highview Merger Corp. Class A Ordinary Share,Industrials,BLANK CHECKS,294394100.0,6770.0,BLANK CHECKS,Banks,294982300.0
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,Industrials,BLANK CHECKS,294690375.0,6770.0,BLANK CHECKS,Banks,294975000.0
CYBN,Cybin Inc.,Industrials,,300861609.93,,,Other,294874314.21
NCA,Nuveen California Municipal Value Fund,Industrials,,300291328.65000004,,,Other,294166312.575
GSRF,GSR IV Acquisition Corp. Class A ordinary share,Industrials,BLANK CHECKS,294349055.0,6770.0,BLANK CHECKS,Banks,293760945.0
OIA,INVESCO MUNICIPAL INCOME OPPORTUNITIES TRUST,Industrials,,285584175.76,,,Other,293689235.84000003
BZAI,"Blaize Holdings, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,266371564.8,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,293149458.8
FNLC,"First Bancorp, Inc. (ME)",Financials,NATIONAL COMMERCIAL BANKS,289795035.6,6021.0,NATIONAL COMMERCIAL BANKS,Banks,292824252.0
WEYS,Weyco Group Inc,Consumer Discretionary,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",289411640.28,5130.0,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",Other,292276156.68
JGH,NUVEEN GLOBAL HIGH INCOME FUND,Industrials,,290931185.38,,,Other,291165241.03999996
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,Industrials,,293501300.3,,,Other,291145437.02
TTSH,"Tile Shop Holdings, Inc.",Consumer Discretionary,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",283940256.35,5700.0,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",Other,290647506.5
CAF,"MORGAN STANLEY CHINA A SHARE FUND, INC",Industrials,,266199719.19,,,Other,289982718.99
AREC,AMERICAN RESOURCES CORP,Energy,BITUMINOUS COAL & LIGNITE MINING,270087926.90000004,1220.0,BITUMINOUS COAL & LIGNITE MINING,Other,289674455.95
MBCN,Middlefield Banc Corp.,Financials,STATE COMMERCIAL BANKS,280857550.78,6022.0,STATE COMMERCIAL BANKS,Banks,289267912.22
BLZE,"Backblaze, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,267627757.44,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,288391980.0
AGL,"agilon health, inc.",Health Care,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",275406559.5372,8090.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Other,287761091.33640003
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,TRANSPORTATION SERVICES,233840906.5,4700.0,TRANSPORTATION SERVICES,Other,287561114.75
BACC,Blue Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,288289900.53000003,6770.0,BLANK CHECKS,Banks,287171414.01
NHIC,NewHold Investment Corp III Class A Ordinary shares,Industrials,BLANK CHECKS,286068224.68,6770.0,BLANK CHECKS,Banks,286896607.57
BNC,CEA Industries Inc. Common Stock,Industrials,,252536396.88,700.0,,Other,286800129.12
OABI,"OmniAb, Inc. Common Stock",Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,267757044.0,8731.0,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology,286471246.0
AACB,Artius II Acquisition Inc. Class A Ordinary Shares,Industrials,BLANK CHECKS,284775750.0,6770.0,BLANK CHECKS,Banks,286156732.5
AVBH,"Avidbank Holdings, Inc. Common stock",Financials,STATE COMMERCIAL BANKS,281764135.46,6022.0,STATE COMMERCIAL BANKS,Banks,286144456.26
TDF,Templeton Dragon Fund,Industrials,,279509514.48,,,Other,285827541.48
III,"Information Services Group, Inc.",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,256179956.4,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other,284431577.76
AEF,"abrdn Emerging Markets ex-China Fund, Inc.",Industrials,,272029534.1,,,Other,284006953.885
BYM,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,Industrials,,282087372.6,,,Other,283900606.40000004
JMSB,"John Marshall Bancorp, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,283227289.2,6022.0,STATE COMMERCIAL BANKS,Banks,283510800.0
MPX,Marine Products Corp.,Industrials,SHIP & BOAT BUILDING & REPAIRING,294341875.94,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other,283492175.4
MVIS,Microvision Inc,Information Technology,"ELECTRONIC COMPONENTS, NEC",287439909.58280003,3679.0,"ELECTRONIC COMPONENTS, NEC",Other,283164347.8168
MXF,MEXICO FUND,Industrials,,276721047.35,,,Other,283065875.95
EGHT,"8x8, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,268962304.22,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,282826340.52
AFRI,Forafric Global PLC Ordinary Shares,Industrials,,262290522.0,,,Other,282466716.0
PAYS,"Paysign, Inc. Common Stock",Industrials,"SERVICES-BUSINESS SERVICES, NEC",287874304.24,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,282370015.44
ACRE,Ares Commercial Real Estate Corporation,Financials,REAL ESTATE INVESTMENT TRUSTS,288338613.72,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,282285703.89
ADV,Advantage Solutions Inc. Class A Common Stock,Industrials,"SERVICES-BUSINESS SERVICES, NEC",306597718.5255,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,281703171.41099995
CZFS,"Citizens Financial Services, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,269493558.39,6022.0,STATE COMMERCIAL BANKS,Banks,281653692.2
HERE,Here Group Limited American Depositary Shares,Industrials,,293133074.85,,,Other,281168459.55
ALCO,Alico Inc,Industrials,,263694888.24,100.0,,Other,281152041.12
OPFI,OppFi Inc.,Financials,FINANCE SERVICES,270003665.6,6199.0,FINANCE SERVICES,Other,281069389.6
CIO,"CITY OFFICE REIT, INC.",Financials,REAL ESTATE INVESTMENT TRUSTS,274472752.0,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,280527298.0
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,Industrials,,280377233.29,,,Other,279813849.7
WALD,Waldencast plc Class A Ordinary Share,Energy,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",334720557.62,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",Other,278721681.06
SJT,San Juan Basin Royalty Trust UBI,Energy,OIL ROYALTY TRADERS,259144905.76,6792.0,OIL ROYALTY TRADERS,Other,278720600.08000004
LEGT,Legato Merger Corp. III,Industrials,BLANK CHECKS,278891243.75,6770.0,BLANK CHECKS,Banks,278633250.0
AGD,abrdn Global Dynamic Dividend Fund,Industrials,,288082086.9,,,Other,278628616.0
RPAY,Repay Holdings Corporation Class A Common Stock,Industrials,"SERVICES-BUSINESS SERVICES, NEC",270044205.12,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,278202640.32
CURI,CuriosityStream Inc. Class A Common Stock,Communication Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,274002982.90000004,7812.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,Other,278083878.39
TBCH,Turtle Beach Corporation Common Stock,Information Technology,"COMMUNICATIONS EQUIPMENT, NEC",262050459.98,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",Other,278078601.6
ABEO,Abeona Therapeutics Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,279085509.15000004,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,278001681.93
PLG,Platinum Group Metals LTD.,Industrials,,252165080.88000005,,,Other,277848561.34
YDDL,One and One Green Technologies. Inc Class A Ordinary Shares,Industrials,,274758000.0,,,Other,277473000.0
GLDG,GoldMining Inc.,Industrials,,289842801.39,,,Other,277331601.33000004
NVA,Nova Minerals Limited American Depositary Shares,Industrials,,304686435.90000004,,,Other,277298891.09999996
PKBK,Parke Bancorp Inc.,Financials,STATE COMMERCIAL BANKS,265712096.995,6022.0,STATE COMMERCIAL BANKS,Banks,276669894.58
BRT,BRT Apartments Corp,Financials,REAL ESTATE INVESTMENT TRUSTS,282072443.02,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,276556528.76
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",Industrials,,274183432.92,,,Other,275959999.44
PCYO,Pure Cycle Corporation,Utilities,WATER SUPPLY,274518897.0,4941.0,WATER SUPPLY,Other,275837427.25
OFLX,"Omega Flex, Inc.",Industrials,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",274363671.96,3430.0,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",Other,275574990.6
PAII,Pyrophyte Acquisition Corp. II,Industrials,BLANK CHECKS,274850059.68,6770.0,BLANK CHECKS,Banks,275395397.09999996
APAD,A Paradise Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,274302670.02000004,6770.0,BLANK CHECKS,Banks,275390610.0333
TVAI,Thayer Ventures Acquisition Corporation II Class A Ordinary Shares,Industrials,BLANK CHECKS,,6770.0,BLANK CHECKS,Banks,275357809.125
SKYX,SKYX Platforms Corp. Common Stock,Industrials,ELECTRIC LIGHTING & WIRING EQUIPMENT,236598693.76,3640.0,ELECTRIC LIGHTING & WIRING EQUIPMENT,Other,275273480.24
AXIN,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,Industrials,BLANK CHECKS,274302670.02000004,6770.0,BLANK CHECKS,Banks,275120670.03
NODK,"NI Holdings, Inc.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",279001814.38,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other,274262492.57
DDD,3D Systems Corporation,Information Technology,SERVICES-PREPACKAGED SOFTWARE,262625548.56,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,274211969.82
EVC,Entravision Communication,Communication Services,TELEVISION BROADCASTING STATIONS,257462895.04,4833.0,TELEVISION BROADCASTING STATIONS,Other,273838626.88
COSO,"CoastalSouth Bancshares, Inc.",Financials,STATE COMMERCIAL BANKS,264853943.31,6022.0,STATE COMMERCIAL BANKS,Banks,273718344.85
HTLM,HomesToLife Ltd Ordinary Shares,Industrials,,274443750.0,,,Other,273546875.0
SENS,"Senseonics Holdings, Inc. Common Stock",Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",246785098.4,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other,272934512.8
ACV,Virtus Diversified Income & Convertible Fund,Industrials,,267093349.38,,,Other,272281642.88
PBYI,PUMA BIOTECHNOLOGY INC,Health Care,PHARMACEUTICAL PREPARATIONS,254475090.35,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,272111977.8
ASPN,"Aspen Aerogels, Inc.",Materials,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,261164775.96,5030.0,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,Other,271908896.49
TSBK,Timberland Bancorp Inc,Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",272821365.18,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,271480138.10999995
INVZ,Innoviz Technologies Ltd. Ordinary shares,Industrials,,254715893.18,,,Other,271418574.7
JCE,Nuveen Core Equity Alpha Fund,Industrials,,269152392.74,,,Other,270852660.54
PALI,"Palisade Bio, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",332723158.3,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,270057810.1
ANPA,Rich Sparkle Holdings Limited Ordinary Shares,Industrials,,331875000.0,,,Other,270000000.0
TPVG,TRIPLEPOINT VENTURE GROWTH BDC CORP.,Industrials,,257346706.89,,,Other,269870643.96
WTI,"W&T Offshore, Inc.",Energy,CRUDE PETROLEUM & NATURAL GAS,260360142.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,269286775.44
HVII,Hennessy Capital Investment Corp. VII Ordinary Shares,Industrials,BLANK CHECKS,269861963.21,6770.0,BLANK CHECKS,Banks,268560796.56
SBXD,SilverBox Corp IV,Industrials,BLANK CHECKS,268295700.0,6770.0,BLANK CHECKS,Banks,268550250.0
SPOK,"Spok Holdings, Inc",Communication Services,RADIOTELEPHONE COMMUNICATIONS,273955647.7,4812.0,RADIOTELEPHONE COMMUNICATIONS,Other,267982178.69
NWFL,Norwood Financial Corp,Financials,STATE COMMERCIAL BANKS,263566490.0,6022.0,STATE COMMERCIAL BANKS,Banks,267735380.0
REFI,"Chicago Atlantic Real Estate Finance, Inc. Common Stock",Financials,REAL ESTATE INVESTMENT TRUSTS,268920802.48,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,267024025.66
OEC,Orion S.A.,Materials,MISCELLANEOUS CHEMICAL PRODUCTS,289170985.90000004,2890.0,MISCELLANEOUS CHEMICAL PRODUCTS,Other,266711103.5
CCRN,Cross Country Healthcare Inc,Industrials,SERVICES-HELP SUPPLY SERVICES,349548687.84,7363.0,SERVICES-HELP SUPPLY SERVICES,Other,266666009.28000003
PMM,Putnam Managed Municipal Income,Industrials,,261350216.64,,,Other,266508444.6
SEG,Seaport Entertainment Group Inc.,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,269728803.78,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other,266417685.32000002
NL,"NL Industries, Inc.",Materials,INDUSTRIAL INORGANIC CHEMICALS,280472093.16,2810.0,INDUSTRIAL INORGANIC CHEMICALS,Other,266301900.3
CEPO,"Cantor Equity Partners I, Inc. Class A Ordinary Shares",Industrials,BLANK CHECKS,265455000.0,6770.0,BLANK CHECKS,Banks,266220000.0
CIX,Comp X International Inc.,Industrials,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",274927401.67,3420.0,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",Other,266178031.20000002
PLBY,"Playboy, Inc. Common Stock",Consumer Discretionary,RETAIL-MISCELLANEOUS RETAIL,205816580.52,5900.0,RETAIL-MISCELLANEOUS RETAIL,Other,266160708.84000003
DNMX,Dynamix Corporation III Class A Ordinary Shares,Industrials,,266454996.69,,,Other,265649996.70000002
KRMD,"KORU Medical Systems, Inc. Common Stock (DE)",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,268671399.0,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,265428813.15
NCZ,Virtus Convertible & Income Fund II,Industrials,,262979923.16,,,Other,265073106.34
TG,Tredegar Corporation,Materials,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,270335013.27,3350.0,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,Other,264420347.6
ERC,Allspring Multi-Sector Income Fund,Industrials,,262583577.36,,,Other,263144653.38000003
EMF,Templeton Emerging Markets Fund,Industrials,,251722585.48,,,Other,263082987.20000002
